athletes,ID_results,discipline_title,event_title,slug_game,participant_type,medal_type,rank_position,country_name
Anjum MOUDGIL; Deepak KUMAR,3875,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,18,India
Elise COLLIER; Alex Chresten HOBERG,3876,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,19,Australia
Heemoon PARK; Sangdo KIM,3877,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,20,Republic of Korea
Anna NIELSEN; Steffen OLSEN,3878,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,21,Denmark
Katarina Rose KOWPLOS; Dane SAMPSON,3879,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,22,Australia
Maria MARTYNOVA; Yury SHCHERBATSEVICH,3880,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,23,Belarus
Sofia CECCARELLO; Marco SUPPINI,3881,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,24,Italy
Nikola MAZUROVA; David HRCKULAK,3882,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,25,Czech Republic
Shiori HIRATA; Takayuki MATSUMOTO,3883,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,26,Japan
Fernanda RUSSO; Alexis Exequiel EBERHARDT,3884,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,27,Argentina
Alzahraa SHABAN; Osama ELSAEID,3885,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,28,Egypt
Sanja VUKASINOVIC; Milenko SEBIC,3886,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,29,Serbia
Ranxin JIANG; Wei PANG,3967,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,GOLD,1,People's Republic of China
Vitalina BATSARASHKINA; Artem CHERNOUSOV,3968,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,SILVER,2,ROC
Olena KOSTEVYCH; Oleh OMELCHUK,3969,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,BRONZE,3,Ukraine
Zorana ARUNOVIC; Damir MIKEC,3970,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,,4,Serbia
Haniyeh ROSTAMIYAN; Javad FOROUGHI,3971,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,,5,Islamic Republic of Iran
Qian WANG; Zhengyang HE,3972,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,,6,People's Republic of China
Manu Bhaker; Chaudhary SAURABH,3973,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,,7,India
Dina ASPANDIYAROVA; Daniel REPACHOLI,3974,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,,8,Australia
Gaeun CHOO; Jong Oh JIN,3975,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,,9,Republic of Korea
Sandra UPTAGRAFFT; James HALL,3976,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,,10,United States of America
Bomi KIM; Mose KIM,3977,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,,11,Republic of Korea
Carina WIMMER; Christian REITZ,3978,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,,12,Germany
Anudari TSOLMONBAATAR; Davaakhuu ENKHTAIVAN,3979,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,,13,Mongolia
Laina PEREZ; Jorge GRAU POTRILLE,3980,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,,14,Cuba
Margarita LOMOVA; Anton ARISTARKHOV,3981,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,,15,ROC
Alexis LAGAN; Nickolaus MOWRER,3982,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,,16,United States of America
Yashaswini Singh DESWAL; Abhishek VERMA,3983,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,,17,India
Radwa ABDEL LATIF; Samy ABDEL RAZEK,3984,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,,18,Egypt
Olfa CHARNI; Ala ALOTHMANI,3985,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,,19,Tunisia
Satoko YAMADA; Kojiro HORIMIZU,3986,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,,20,Japan
Zongyuan WANG; Siyi XIE,4017,Diving,Men's Synchronised 3m Springboard,tokyo-2020,GameTeam,GOLD,1,People's Republic of China
Andrew CAPOBIANCO; Mike HIXON,4018,Diving,Men's Synchronised 3m Springboard,tokyo-2020,GameTeam,SILVER,2,United States of America
Patrick HAUSDING; Lars RUDIGER,4019,Diving,Men's Synchronised 3m Springboard,tokyo-2020,GameTeam,BRONZE,3,Germany
Yahel CASTILLO; Juan Manuel CELAYA HERNANDEZ,4020,Diving,Men's Synchronised 3m Springboard,tokyo-2020,GameTeam,,4,Mexico
Sho SAKAI; Ken TERAUCHI,4021,Diving,Men's Synchronised 3m Springboard,tokyo-2020,GameTeam,,5,Japan
Lorenzo MARSAGLIA; Giovanni TOCCI,4022,Diving,Men's Synchronised 3m Springboard,tokyo-2020,GameTeam,,6,Italy
Daniel GOODFELLOW; Jack LAUGHER,4023,Diving,Men's Synchronised 3m Springboard,tokyo-2020,GameTeam,,7,Great Britain
Evgenii KUZNETSOV; Nikita SHLEIKHER,4024,Diving,Men's Synchronised 3m Springboard,tokyo-2020,GameTeam,,8,ROC
Tingmao SHI; Han WANG,4025,Diving,Women's Synchronised 3m Springboard,tokyo-2020,GameTeam,GOLD,1,People's Republic of China
Jennifer ABEL; Melissa CITRINI BEAULIEU,4026,Diving,Women's Synchronised 3m Springboard,tokyo-2020,GameTeam,SILVER,2,Canada
Lena HENTSCHEL; Tina PUNZEL,4027,Diving,Women's Synchronised 3m Springboard,tokyo-2020,GameTeam,BRONZE,3,Germany
Dolores HERNANDEZ; Carolina MENDOZA HERNANDEZ,4028,Diving,Women's Synchronised 3m Springboard,tokyo-2020,GameTeam,,4,Mexico
Haruka ENOMOTO; Hazuki MIYAMOTO,4029,Diving,Women's Synchronised 3m Springboard,tokyo-2020,GameTeam,,5,Japan
Grace REID; Katherine TORRANCE,4030,Diving,Women's Synchronised 3m Springboard,tokyo-2020,GameTeam,,6,Great Britain
Elena BERTOCCHI; Chiara PELLACANI,4031,Diving,Women's Synchronised 3m Springboard,tokyo-2020,GameTeam,,7,Italy
Alison GIBSON; Krysta PALMER,4032,Diving,Women's Synchronised 3m Springboard,tokyo-2020,GameTeam,,8,United States of America
Thomas DALEY; Matty LEE,4033,Diving,Men's Synchronised 10m Platform,tokyo-2020,GameTeam,GOLD,1,Great Britain
Yuan CAO; Aisen CHEN,4034,Diving,Men's Synchronised 10m Platform,tokyo-2020,GameTeam,SILVER,2,People's Republic of China
Aleksandr BONDAR; Viktor MINIBAEV,4035,Diving,Men's Synchronised 10m Platform,tokyo-2020,GameTeam,BRONZE,3,ROC
Jose Diego BALLEZA ISAIAS; Kevin BERLIN REYES,4036,Diving,Men's Synchronised 10m Platform,tokyo-2020,GameTeam,,4,Mexico
Vincent RIENDEAU; Nathan ZSOMBOR-MURRAY,4037,Diving,Men's Synchronised 10m Platform,tokyo-2020,GameTeam,,5,Canada
Oleh SERBIN; Oleksii SEREDA,4038,Diving,Men's Synchronised 10m Platform,tokyo-2020,GameTeam,,6,Ukraine
Yeongnam KIM; Haram WOO,4039,Diving,Men's Synchronised 10m Platform,tokyo-2020,GameTeam,,7,Republic of Korea
Hiroki ITO; Kazuki MURAKAMI,4040,Diving,Men's Synchronised 10m Platform,tokyo-2020,GameTeam,,8,Japan
Yuxi CHEN; Jiaqi ZHANG,4070,Diving,Women's Synchronised 10m Platform,tokyo-2020,GameTeam,GOLD,1,People's Republic of China
Jessica PARRATTO; Delaney SCHNELL,4071,Diving,Women's Synchronised 10m Platform,tokyo-2020,GameTeam,SILVER,2,United States of America
Gabriela Belem AGUNDEZ GARCIA; Alejandra OROZCO,4072,Diving,Women's Synchronised 10m Platform,tokyo-2020,GameTeam,BRONZE,3,Mexico
Meaghan BENFEITO; Caeli MCKAY,4073,Diving,Women's Synchronised 10m Platform,tokyo-2020,GameTeam,,4,Canada
Tina PUNZEL; Christina WASSEN,4074,Diving,Women's Synchronised 10m Platform,tokyo-2020,GameTeam,,5,Germany
Matsuri ARAI; Minami ITAHASHI,4075,Diving,Women's Synchronised 10m Platform,tokyo-2020,GameTeam,,6,Japan
Eden CHENG; Lois TOULSON,4076,Diving,Women's Synchronised 10m Platform,tokyo-2020,GameTeam,,7,Great Britain
Mun Yee LEONG; Pandelela PAMG,4077,Diving,Women's Synchronised 10m Platform,tokyo-2020,GameTeam,,8,Malaysia
Serguey TORRES; Fernando Dayan JORGE,4196,Canoe Sprint,Men's Canoe Double 1000m,tokyo-2020,GameTeam,GOLD,1,Cuba
Hao LIU; Pengfei ZHENG,4197,Canoe Sprint,Men's Canoe Double 1000m,tokyo-2020,GameTeam,SILVER,2,People's Republic of China
Sebastian BRENDEL; Tim HECKER,4198,Canoe Sprint,Men's Canoe Double 1000m,tokyo-2020,GameTeam,BRONZE,3,Germany
Jacky Jamael NASCIMENTO GODMANN; Isaquias QUEIROZ DOS SANTOS,4199,Canoe Sprint,Men's Canoe Double 1000m,tokyo-2020,GameTeam,,4,Brazil
Catalin CHIRILA; Victor MIHALACHI,4200,Canoe Sprint,Men's Canoe Double 1000m,tokyo-2020,GameTeam,,5,Romania
Roland VARGA; Connor FITZPATRICK,4201,Canoe Sprint,Men's Canoe Double 1000m,tokyo-2020,GameTeam,,6,Canada
Wiktor GLAZUNOW; Tomasz BARNIAK,4202,Canoe Sprint,Men's Canoe Double 1000m,tokyo-2020,GameTeam,,7,Poland
Cayetano GARCIA; Pablo MARTINEZ,4203,Canoe Sprint,Men's Canoe Double 1000m,tokyo-2020,GameTeam,,8,Spain
Viktor MELANTEV; Vladislav CHEBOTAR,4204,Canoe Sprint,Men's Canoe Double 1000m,tokyo-2020,GameTeam,,9,ROC
Petr FUKSA; Martin FUKSA,4205,Canoe Sprint,Men's Canoe Double 1000m,tokyo-2020,GameTeam,,10,Czech Republic
Balazs ADOLF; Daniel FEJES,4206,Canoe Sprint,Men's Canoe Double 1000m,tokyo-2020,GameTeam,,11,Hungary
Sergey YEMELYANOV; Timofey YEMELYANOV,4207,Canoe Sprint,Men's Canoe Double 1000m,tokyo-2020,GameTeam,,12,Kazakhstan
Pavlo ALTUKHOV; Dmytro IANCHUK,4208,Canoe Sprint,Men's Canoe Double 1000m,tokyo-2020,GameTeam,,13,Ukraine
Buly DA CONCEICAO TRISTE; Roque FERNANDES DOS RAMOS,4209,Canoe Sprint,Men's Canoe Double 1000m,tokyo-2020,GameTeam,,14,Sao Tome and Principe
Jean VAN DER WESTHUYZEN; Thomas GREEN,4210,Canoe Sprint,Men's Kayak Double 1000m,tokyo-2020,GameTeam,GOLD,1,Australia
Max HOFF; Jacob SCHOPF,4211,Canoe Sprint,Men's Kayak Double 1000m,tokyo-2020,GameTeam,SILVER,2,Germany
Josef DOSTAL; Radek SLOUF,4212,Canoe Sprint,Men's Kayak Double 1000m,tokyo-2020,GameTeam,BRONZE,3,Czech Republic
Bence NADAS; Balint KOPASZ,4213,Canoe Sprint,Men's Kayak Double 1000m,tokyo-2020,GameTeam,,4,Hungary
Max BROWN; Kurtis IMRIE,4214,Canoe Sprint,Men's Kayak Double 1000m,tokyo-2020,GameTeam,,5,New Zealand
Francisco CUBELOS SANCHEZ; Inigo PENA ARRIOLA,4215,Canoe Sprint,Men's Kayak Double 1000m,tokyo-2020,GameTeam,,6,Spain
Mikita BORYKAU; Aleh YURENIA,4216,Canoe Sprint,Men's Kayak Double 1000m,tokyo-2020,GameTeam,,7,Belarus
Congkang WANG; Tingkai BU,4217,Canoe Sprint,Men's Kayak Double 1000m,tokyo-2020,GameTeam,,8,People's Republic of China
Roman ANOSHKIN; Maxim SPESIVTSEV,4218,Canoe Sprint,Men's Kayak Double 1000m,tokyo-2020,GameTeam,,9,ROC
Samuel BALAZ; Adam BOTEK,4219,Canoe Sprint,Men's Kayak Double 1000m,tokyo-2020,GameTeam,,10,Slovakia
Samuele BURGO; Luca BECCARO,4220,Canoe Sprint,Men's Kayak Double 1000m,tokyo-2020,GameTeam,,11,Italy
Kornel BEKE; Adam VARGA,4221,Canoe Sprint,Men's Kayak Double 1000m,tokyo-2020,GameTeam,,12,Hungary
Riley FITZSIMMONS; Jordan WOOD,4222,Canoe Sprint,Men's Kayak Double 1000m,tokyo-2020,GameTeam,,13,Australia
Brian MALFESI; Vincent JOURDENAIS,4223,Canoe Sprint,Men's Kayak Double 1000m,tokyo-2020,GameTeam,,14,Canada
Etienne HUBERT; Guillaume BURGER,4224,Canoe Sprint,Men's Kayak Double 1000m,tokyo-2020,GameTeam,,15,France
Rudolf BERKING-WILLIAMS,4225,Canoe Sprint,Men's Kayak Double 1000m,tokyo-2020,GameTeam,,16,Samoa
Shixiao XU; Mengya SUN,4260,Canoe Sprint,Women's Canoe Double 500m,tokyo-2020,GameTeam,GOLD,1,People's Republic of China
Liudmyla LUZAN; Anastasiia CHETVERIKOVA,4261,Canoe Sprint,Women's Canoe Double 500m,tokyo-2020,GameTeam,SILVER,2,Ukraine
Laurence VINCENT-LAPOINTE; Katie VINCENT,4262,Canoe Sprint,Women's Canoe Double 500m,tokyo-2020,GameTeam,BRONZE,3,Canada
Lisa JAHN; Sophie Ulrike KOCH,4263,Canoe Sprint,Women's Canoe Double 500m,tokyo-2020,GameTeam,,4,Germany
Virag BALLA; Kincso TAKACS,4264,Canoe Sprint,Women's Canoe Double 500m,tokyo-2020,GameTeam,,5,Hungary
Yarisleidis CIRILO DUBOYS; Katherin NUEVO SEGURA,4265,Canoe Sprint,Women's Canoe Double 500m,tokyo-2020,GameTeam,,6,Cuba
Daniela COCIU; Maria OLARASU,4266,Canoe Sprint,Women's Canoe Double 500m,tokyo-2020,GameTeam,,7,Republic of Moldova
Irina ANDREEVA; Olesia ROMASENKO,4267,Canoe Sprint,Women's Canoe Double 500m,tokyo-2020,GameTeam,,8,ROC
Karen ROCO; Maria MAILLIARD,4268,Canoe Sprint,Women's Canoe Double 500m,tokyo-2020,GameTeam,,9,Chile
Daryna PIKULEVA; Nadzeya MAKARCHANKA,4269,Canoe Sprint,Women's Canoe Double 500m,tokyo-2020,GameTeam,,10,Belarus
Dilnoza RAKHMATOVA; Nilufar ZOKIROVA,4270,Canoe Sprint,Women's Canoe Double 500m,tokyo-2020,GameTeam,,11,Uzbekistan
Svetlana USSOVA; Margarita TORLOPOVA,4271,Canoe Sprint,Women's Canoe Double 500m,tokyo-2020,GameTeam,,12,Kazakhstan
Bernadette WALLACE; Josephine BULMER,4272,Canoe Sprint,Women's Canoe Double 500m,tokyo-2020,GameTeam,,13,Australia
Manaka KUBOTA; Teruko KIRIAKE,4273,Canoe Sprint,Women's Canoe Double 500m,tokyo-2020,GameTeam,,14,Japan
Lisa CARRINGTON; Caitlin RYAN,4375,Canoe Sprint,Women's Kayak Double 500m,tokyo-2020,GameTeam,GOLD,1,New Zealand
Karolina NAJA; Anna PULAWSKA,4376,Canoe Sprint,Women's Kayak Double 500m,tokyo-2020,GameTeam,SILVER,2,Poland
Danuta KOZAK; Dora BODONYI,4377,Canoe Sprint,Women's Kayak Double 500m,tokyo-2020,GameTeam,BRONZE,3,Hungary
Tamara CSIPES; Erika MEDVECZKY,4378,Canoe Sprint,Women's Kayak Double 500m,tokyo-2020,GameTeam,,4,Hungary
Alyssa BULL; Alyce BURNETT,4379,Canoe Sprint,Women's Kayak Double 500m,tokyo-2020,GameTeam,,5,Australia
Volha KHUDZENKA; Maryna LITVINCHUK,4380,Canoe Sprint,Women's Kayak Double 500m,tokyo-2020,GameTeam,,6,Belarus
Manon HOSTENS; Sarah GUYOT,4381,Canoe Sprint,Women's Kayak Double 500m,tokyo-2020,GameTeam,,7,France
Sabrina HERING; Tina DIETZE,4382,Canoe Sprint,Women's Kayak Double 500m,tokyo-2020,GameTeam,,8,Germany
Hermien PETERS; Lize BROEKX,4383,Canoe Sprint,Women's Kayak Double 500m,tokyo-2020,GameTeam,,9,Belgium
Dongyin LI; Yu ZHOU,4384,Canoe Sprint,Women's Kayak Double 500m,tokyo-2020,GameTeam,,10,People's Republic of China
Caroline ARFT; Sarah BRUESSLER,4385,Canoe Sprint,Women's Kayak Double 500m,tokyo-2020,GameTeam,,11,Germany
Ana-Roxana LEHACI; Viktoria SCHWARZ,4386,Canoe Sprint,Women's Kayak Double 500m,tokyo-2020,GameTeam,,12,Austria
Jaime ROBERTS; Jo BRIGDEN-JONES,4387,Canoe Sprint,Women's Kayak Double 500m,tokyo-2020,GameTeam,,13,Australia
Alicia HOSKIN; Teneale HATTON,4388,Canoe Sprint,Women's Kayak Double 500m,tokyo-2020,GameTeam,,14,New Zealand
Alicia HOSKIN; Teneale HATTON,4389,Canoe Sprint,Women's Kayak Double 500m,tokyo-2020,GameTeam,,15,ROC
Spela PONOMARENKO JANIC; Anja OSTERMAN,4390,Canoe Sprint,Women's Kayak Double 500m,tokyo-2020,GameTeam,,16,Slovenia
Alanna BRAY-LOUGHEED; Madeline SCHMIDT,4391,Canoe Sprint,Women's Kayak Double 500m,tokyo-2020,GameTeam,,17,Canada
Julie Froelund FUNCH; Bolette Margrethe Nyvang IVERSEN,4392,Canoe Sprint,Women's Kayak Double 500m,tokyo-2020,GameTeam,,18,Denmark
Mariia KICHASOVA-SKORYK; Mariya POVKH,4393,Canoe Sprint,Women's Kayak Double 500m,tokyo-2020,GameTeam,,19,Ukraine
Afef BEN ISMAIL; Khaoula SASSI,4394,Canoe Sprint,Women's Kayak Double 500m,tokyo-2020,GameTeam,,20,Tunisia
Svetlana KOLESNICHENKO; Svetlana ROMASHINA,4968,Artistic Swimming,Duet,tokyo-2020,GameTeam,GOLD,1,ROC
Xuechen HUANG; Wenyan SUN,4969,Artistic Swimming,Duet,tokyo-2020,GameTeam,SILVER,2,People's Republic of China
Marta FIEDINA; Anastasiya SAVCHUK,4970,Artistic Swimming,Duet,tokyo-2020,GameTeam,BRONZE,3,Ukraine
Yukiko INUI; Megumu YOSHIDA,4971,Artistic Swimming,Duet,tokyo-2020,GameTeam,,4,Japan
Claudia HOLZNER; Jacqueline SIMONEAU,4972,Artistic Swimming,Duet,tokyo-2020,GameTeam,,5,Canada
Linda CERRUTI; Costanza FERRO,4973,Artistic Swimming,Duet,tokyo-2020,GameTeam,,6,Italy
Anna-Maria ALEXANDRI; Eirini-Marina ALEXANDRI,4974,Artistic Swimming,Duet,tokyo-2020,GameTeam,,7,Austria
Charlotte TREMBLE; Laura TREMBLE,4975,Artistic Swimming,Duet,tokyo-2020,GameTeam,,8,France
Bregje DE BROUWER; Noortje DE BROUWER,4976,Artistic Swimming,Duet,tokyo-2020,GameTeam,,9,Netherlands
Alisa OZHOGINA OZHOGIN; Iris TIO CASAS,4977,Artistic Swimming,Duet,tokyo-2020,GameTeam,,10,Spain
Vasilina KHANDOSHKA; Daria KULAGINA,4978,Artistic Swimming,Duet,tokyo-2020,GameTeam,,11,Belarus
Nuria DIOSDADO GARCIA; Joana Betzabe JIMENEZ GARCIA,4979,Artistic Swimming,Duet,tokyo-2020,GameTeam,,12,Mexico
Anita ALVAREZ; Lindi SCHROEDER,4980,Artistic Swimming,Duet,tokyo-2020,GameTeam,,13,United States of America
Kate SHORTMAN; Isabelle THORPE,4981,Artistic Swimming,Duet,tokyo-2020,GameTeam,,14,Great Britain
Eden BLECHER; Shelly BOBRITSKY,4982,Artistic Swimming,Duet,tokyo-2020,GameTeam,,15,Israel
Alexandra NEMICH; Yekaterina NEMICH,4983,Artistic Swimming,Duet,tokyo-2020,GameTeam,,16,Kazakhstan
Lara MECHNIG; Marluce SCHIERSCHER,4984,Artistic Swimming,Duet,tokyo-2020,GameTeam,,17,Liechtenstein
Estefania ALVAREZ PIEDRAHITA; Monica Sarai ARANGO ESTRADA,4985,Artistic Swimming,Duet,tokyo-2020,GameTeam,,18,Colombia
Laila ALI; Hanna HIEKAL,4986,Artistic Swimming,Duet,tokyo-2020,GameTeam,,19,Egypt
Emily ROGERS; Amie THOMPSON,4987,Artistic Swimming,Duet,tokyo-2020,GameTeam,,20,Australia
Clarissa JOHNSTON; Laura STRUGNELL,4988,Artistic Swimming,Duet,tokyo-2020,GameTeam,,21,South Africa
Clarissa JOHNSTON; Laura STRUGNELL,4989,Artistic Swimming,Duet,tokyo-2020,GameTeam,,DNS,Greece
Jun MIZUTANI; Mima ITO,5228,Table Tennis,Mixed Doubles,tokyo-2020,GameTeam,GOLD,1,Japan
Xin XU; Shiwen LIU,5229,Table Tennis,Mixed Doubles,tokyo-2020,GameTeam,SILVER,2,People's Republic of China
Yun Ju LIN; I-Ching CHENG,5230,Table Tennis,Mixed Doubles,tokyo-2020,GameTeam,BRONZE,3,Chinese Taipei
Emmanuel LEBESSON; Jia Nan YUAN,5231,Table Tennis,Mixed Doubles,tokyo-2020,GameTeam,,4,France
Patrick FRANZISKA; Petrissa SOLJA,5232,Table Tennis,Mixed Doubles,tokyo-2020,GameTeam,,5,Germany
Chun Ting WONG; Hoi Kem DOO,5233,Table Tennis,Mixed Doubles,tokyo-2020,GameTeam,,5,Hong Kong; China
Sangsu LEE; Jihee JEON,5234,Table Tennis,Mixed Doubles,tokyo-2020,GameTeam,,5,Republic of Korea
Ovidiu IONESCU; Bernadette SZOCS,5235,Table Tennis,Mixed Doubles,tokyo-2020,GameTeam,,5,Romania
Heming HU; Melissa TAPPER,5236,Table Tennis,Mixed Doubles,tokyo-2020,GameTeam,,9,Australia
Stefan FEGERL; Sofia POLCANOVA,5237,Table Tennis,Mixed Doubles,tokyo-2020,GameTeam,,9,Austria
Eugene WANG; Mo ZHANG,5238,Table Tennis,Mixed Doubles,tokyo-2020,GameTeam,,9,Canada
Jorge CAMPOS; Daniela FONSECA,5239,Table Tennis,Mixed Doubles,tokyo-2020,GameTeam,,9,Cuba
Omar ASSAR; Dina MESHREF,5240,Table Tennis,Mixed Doubles,tokyo-2020,GameTeam,,9,Egypt
Adam SZUDI; Szandra PERGEL,5241,Table Tennis,Mixed Doubles,tokyo-2020,GameTeam,,9,Hungary
Sharath Kamal ACHANTA; Manika BATRA,5242,Table Tennis,Mixed Doubles,tokyo-2020,GameTeam,,9,India
Lubomir PISTEJ; Barbora BALAZOVA,5243,Table Tennis,Mixed Doubles,tokyo-2020,GameTeam,,9,Slovakia
Laurine VAN RIESSEN; Shanne BRASPENNINCX,5602,Cycling Track,Women's Team Sprint,tokyo-2020,GameTeam,,4,Netherlands
Migle MAROZAITE; Simona KRUPECKAITE,5603,Cycling Track,Women's Team Sprint,tokyo-2020,GameTeam,,5,Lithuania
Luz Daniela GAXIOLA GONZALEZ; Yuli VERDUGO OSUNA,5604,Cycling Track,Women's Team Sprint,tokyo-2020,GameTeam,,6,Mexico
Marlena KARWACKA; Urszula LOS,5605,Cycling Track,Women's Team Sprint,tokyo-2020,GameTeam,,7,Poland
Liubov BASOVA; Olena STARIKOVA,5606,Cycling Track,Women's Team Sprint,tokyo-2020,GameTeam,,8,Ukraine
Yoeri HAVIK; Jan-Willem VAN SCHIP,5607,Cycling Track,Men's Madison,tokyo-2020,GameTeam,,5,Netherlands
Sebastian MORA VEDRI; Albert TORRES BARCELO,5608,Cycling Track,Men's Madison,tokyo-2020,GameTeam,,6,Spain
Sebastian MORA VEDRI; Albert TORRES BARCELO,5609,Cycling Track,Men's Madison,tokyo-2020,GameTeam,,7,Switzerland
Sebastian MORA VEDRI; Albert TORRES BARCELO,5610,Cycling Track,Men's Madison,tokyo-2020,GameTeam,,8,Poland
Sebastian MORA VEDRI; Albert TORRES BARCELO,5611,Cycling Track,Men's Madison,tokyo-2020,GameTeam,,9,Germany
Sebastian MORA VEDRI; Albert TORRES BARCELO,5612,Cycling Track,Men's Madison,tokyo-2020,GameTeam,,10,Italy
Sebastian MORA VEDRI; Albert TORRES BARCELO,5613,Cycling Track,Men's Madison,tokyo-2020,GameTeam,,11,New Zealand
Sebastian MORA VEDRI; Albert TORRES BARCELO,5614,Cycling Track,Men's Madison,tokyo-2020,GameTeam,,12,Australia
Adrian HEGYVARY; Gavin HOOVER,5615,Cycling Track,Men's Madison,tokyo-2020,GameTeam,,12,United States of America
Adrian HEGYVARY; Gavin HOOVER,5616,Cycling Track,Men's Madison,tokyo-2020,GameTeam,,12,Austria
Adrian HEGYVARY; Gavin HOOVER,5617,Cycling Track,Men's Madison,tokyo-2020,GameTeam,,12,Ireland
Michael FOLEY; Derek GEE,5618,Cycling Track,Men's Madison,tokyo-2020,GameTeam,,12,Canada
Katie ARCHIBALD; Laura KENNY,5738,Cycling Track,Women's Madison,tokyo-2020,GameTeam,GOLD,1,Great Britain
Amalie DIDERIKSEN; Julie LETH,5739,Cycling Track,Women's Madison,tokyo-2020,GameTeam,SILVER,2,Denmark
Gulnaz BADYKOVA; Mariia NOVOLODSKAIA,5740,Cycling Track,Women's Madison,tokyo-2020,GameTeam,BRONZE,3,ROC
Amy PIETERS; Kirsten WILD,5741,Cycling Track,Women's Madison,tokyo-2020,GameTeam,,4,Netherlands
Amy PIETERS; Kirsten WILD,5742,Cycling Track,Women's Madison,tokyo-2020,GameTeam,,5,France
Amy PIETERS; Kirsten WILD,5743,Cycling Track,Women's Madison,tokyo-2020,GameTeam,,6,Poland
Amy PIETERS; Kirsten WILD,5744,Cycling Track,Women's Madison,tokyo-2020,GameTeam,,7,Australia
Amy PIETERS; Kirsten WILD,5745,Cycling Track,Women's Madison,tokyo-2020,GameTeam,,8,Italy
Amy PIETERS; Kirsten WILD,5746,Cycling Track,Women's Madison,tokyo-2020,GameTeam,,9,United States of America
Amy PIETERS; Kirsten WILD,5747,Cycling Track,Women's Madison,tokyo-2020,GameTeam,,10,Belgium
Amy PIETERS; Kirsten WILD,5748,Cycling Track,Women's Madison,tokyo-2020,GameTeam,,11,New Zealand
Amy PIETERS; Kirsten WILD,5749,Cycling Track,Women's Madison,tokyo-2020,GameTeam,,12,Germany
Amy PIETERS; Kirsten WILD,5750,Cycling Track,Women's Madison,tokyo-2020,GameTeam,,13,Ireland
Amy PIETERS; Kirsten WILD,5751,Cycling Track,Women's Madison,tokyo-2020,GameTeam,,13,Japan
Amy PIETERS; Kirsten WILD,5752,Cycling Track,Women's Madison,tokyo-2020,GameTeam,,13,Hong Kong; China
Yang LEE; Chi-Lin WANG,6006,Badminton,Men's Doubles,tokyo-2020,GameTeam,GOLD,1,Chinese Taipei
Jun Hui LI; Yu Chen LIU,6007,Badminton,Men's Doubles,tokyo-2020,GameTeam,SILVER,2,People's Republic of China
Aaron CHIA; Wooi Yik SOH,6008,Badminton,Men's Doubles,tokyo-2020,GameTeam,BRONZE,3,Malaysia
Mohammad AHSAN; Hendra SETIAWAN,6009,Badminton,Men's Doubles,tokyo-2020,GameTeam,,4,Indonesia
Kim ASTRUP; Anders Skaarup RASMUSSEN,6010,Badminton,Men's Doubles,tokyo-2020,GameTeam,,5,Denmark
Hiroyuki ENDO; Yuta WATANABE,6011,Badminton,Men's Doubles,tokyo-2020,GameTeam,,5,Japan
Marcus Fernaldi GIDEON; Kevin Sanjaya SUKAMULJO,6012,Badminton,Men's Doubles,tokyo-2020,GameTeam,,5,Indonesia
